antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({24852}),frozenset({17794}),0.1486903082812815,0.022849083215796897,0.004966753979447914,0.03340334711023782,1.4619119198246058,1.0,0.0015693167521464188,1.0109189948701847,0.371150786097974,0.029817346074755044,0.010801058171418323,0.12538774057451924
frozenset({17794}),frozenset({21903}),0.022849083215796897,0.07532742292967963,0.004231311706629055,0.1851851851851852,2.458403300987225,1.0,0.002510149151677278,1.1348254354953933,0.6071036786539096,0.0450402144772118,0.11880720265715311,0.12067872339371605
frozenset({21903}),frozenset({17794}),0.07532742292967963,0.022849083215796897,0.004231311706629055,0.05617226160224689,2.458403300987225,1.0,0.002510149151677278,1.0353064198378186,0.6415588943486267,0.0450402144772118,0.03410238665703384,0.12067872339371605
frozenset({17794}),frozenset({47626}),0.022849083215796897,0.047350392907515616,0.002166028611726778,0.09479717813051146,2.0020357236669293,1.0,0.0010841155438822746,1.0524156399833193,0.5122119877544443,0.031837701762179774,0.04980507509765828,0.07027092949078764
frozenset({47626}),frozenset({17794}),0.047350392907515616,0.022849083215796897,0.002166028611726778,0.045744680851063826,2.0020357236669293,1.0,0.0010841155438822746,1.0239931569421972,0.5253856294022744,0.031837701762179774,0.02343097390791607,0.07027092949078764
frozenset({17794}),frozenset({49683}),0.022849083215796897,0.03003223856538384,0.0015212573040499697,0.06657848324514991,2.2169004518328013,1.0,0.0008350481859128495,1.0391529914660886,0.561755349249805,0.029619458611220083,0.03767779315233415,0.05861631307510766
frozenset({49683}),frozenset({17794}),0.03003223856538384,0.022849083215796897,0.0015212573040499697,0.05065414290506541,2.216900451832801,1.0,0.0008350481859128495,1.0292886512133248,0.5659154627118799,0.029619458611220083,0.02845523573858455,0.05861631307510766
frozenset({17794}),frozenset({24964}),0.022849083215796897,0.03401168647995164,0.002851098126133387,0.1247795414462081,3.6687254988005384,1.0,0.0020739622714433777,1.1037085617448208,0.7444354450419867,0.052788658832307406,0.09396371953559111,0.1043032778321088
frozenset({24964}),frozenset({17794}),0.03401168647995164,0.022849083215796897,0.002851098126133387,0.08382701421800948,3.6687254988005384,1.0,0.0020739622714433777,1.0665572243981474,0.7530378653947726,0.052788658832307406,0.06240380063592482,0.1043032778321088
frozenset({17794}),frozenset({28204}),0.022849083215796897,0.027594197058230907,0.0011384243401168649,0.049823633156966494,1.8055837266011299,1.0,0.000507922235260249,1.023395063142428,0.456595270698359,0.023089497343686146,0.022860246238233073,0.045539782989582195
frozenset({28204}),frozenset({17794}),0.027594197058230907,0.022849083215796897,0.0011384243401168649,0.04125593282219789,1.8055837266011299,1.0,0.000507922235260249,1.019198918915435,0.4588233492771027,0.023089497343686146,0.018837263814864755,0.045539782989582195
frozenset({17794}),frozenset({45007}),0.022849083215796897,0.032681845657868226,0.0028208744710860366,0.12345679012345678,3.7775342132103327,1.0,0.002074124260003575,1.103560147911446,0.7524703068294293,0.053516819571865444,0.0938418699764031,0.10488499185580977
frozenset({45007}),frozenset({17794}),0.032681845657868226,0.022849083215796897,0.0028208744710860366,0.08631319358816275,3.7775342132103327,1.0,0.002074124260003575,1.0694593704615232,0.7601191468088653,0.053516819571865444,0.06494811526271274,0.10488499185580977
frozenset({40706}),frozenset({17794}),0.025871448720531938,0.022849083215796897,0.001299617167036067,0.05023364485981308,2.198497173185647,1.0,0.0007084782823074105,1.0288329455932077,0.5596220653641051,0.027405991077119187,0.02802490503118862,0.05355597586905998
frozenset({17794}),frozenset({40706}),0.022849083215796897,0.025871448720531938,0.001299617167036067,0.05687830687830688,2.198497173185647,1.0,0.0007084782823074105,1.0328768369807544,0.5578911327138945,0.027405991077119187,0.03183035556965148,0.05355597586905998
frozenset({47209}),frozenset({17794}),0.0659983880717308,0.022849083215796897,0.0030928873665121903,0.04686307433979545,2.0509826979577146,1.0,0.0015848847053527557,1.0251946918406973,0.5486380750133961,0.03606672932330827,0.024575519207440787,0.09111231318400707
frozenset({17794}),frozenset({47209}),0.022849083215796897,0.0659983880717308,0.0030928873665121903,0.1353615520282187,2.0509826979577146,1.0,0.0015848847053527557,1.0802221600475854,0.524411160677344,0.03606672932330827,0.07426450133558757,0.09111231318400707
frozenset({17794}),frozenset({8277}),0.022849083215796897,0.026445698166431594,0.001219020753576466,0.05335097001763669,2.0173780129335688,1.0,0.000614760795471823,1.028421591317435,0.5160994789380261,0.025356244761106452,0.027636128565743445,0.049723104056437394
frozenset({8277}),frozenset({17794}),0.026445698166431594,0.022849083215796897,0.001219020753576466,0.0460952380952381,2.0173780129335688,1.0,0.000614760795471823,1.0243694714690628,0.5180061122901332,0.025356244761106452,0.023789728362476635,0.049723104056437394
frozenset({17794}),frozenset({16797}),0.022849083215796897,0.044207132782591176,0.0010880515817046142,0.04761904761904762,1.077180188392586,1.0,7.795912602340531e-05,1.0035825105782794,0.07332563510392605,0.016493585827733658,0.0035697220114118706,0.036115813691018794
frozenset({16797}),frozenset({17794}),0.044207132782591176,0.022849083215796897,0.0010880515817046142,0.024612579762989972,1.0771801883925858,1.0,7.795912602340531e-05,1.0018079959927764,0.07496416223964916,0.016493585827733658,0.0018047330426672783,0.036115813691018794
frozenset({26209}),frozenset({17794}),0.04349183961313721,0.022849083215796897,0.0023574450936933306,0.054204308547602505,2.372274985200628,1.0,0.0013636964311646664,1.0331522184073976,0.6047660985255121,0.03684459140292867,0.032088416224379586,0.07868945586110283
frozenset({17794}),frozenset({26209}),0.022849083215796897,0.04349183961313721,0.0023574450936933306,0.10317460317460317,2.372274985200628,1.0,0.0013636964311646664,1.0665489222012807,0.5919901403446438,0.03684459140292867,0.06239650222882267,0.07868945586110283
frozenset({17794}),frozenset({27845}),0.022849083215796897,0.041839613137215396,0.0017932701994761234,0.07848324514991181,1.875811922364615,1.0,0.0008372733971871397,1.0397644772271748,0.47781515167241867,0.028511933365369217,0.038243735093949405,0.06067191393060242
frozenset({27845}),frozenset({17794}),0.041839613137215396,0.022849083215796897,0.0017932701994761234,0.04286058271129304,1.8758119223646152,1.0,0.0008372733971871397,1.0209076119257345,0.487285343781333,0.028511933365369217,0.02047943582896473,0.06067191393060242
frozenset({17794}),frozenset({30391}),0.022849083215796897,0.02473302438041507,0.0012693935119887166,0.05555555555555556,2.246209549671872,1.0,0.0007042665797422792,1.0326356212442664,0.5677787858792479,0.027409179899934744,0.03160419858937498,0.053439692238062914
frozenset({30391}),frozenset({17794}),0.02473302438041507,0.022849083215796897,0.0012693935119887166,0.05132382892057027,2.2462095496718715,1.0,0.0007042665797422792,1.0300152428961866,0.5688755746087496,0.027409179899934744,0.029140581271195613,0.053439692238062914
frozenset({17794}),frozenset({39275}),0.022849083215796897,0.031442675800926856,0.0010074551682450132,0.04409171075837743,1.4022887567691587,1.0,0.0002890188523423121,1.0132324775292887,0.2935883371824482,0.018907165815844205,0.013059665795114823,0.03806636162718616
frozenset({39275}),frozenset({17794}),0.031442675800926856,0.022849083215796897,0.0010074551682450132,0.03204101249599488,1.4022887567691587,1.0,0.0002890188523423121,1.0094961970484932,0.29619322023320416,0.018907165815844205,0.009406867580341179,0.03806636162718616
"frozenset({17794, 24852})",frozenset({21903}),0.004966753979447914,0.07532742292967963,0.0011082006850695145,0.22312373225152132,2.962051847436941,1.0,0.0007340679074719722,1.1902443354978276,0.6657025671990185,0.013994910941475829,0.15983637125923106,0.11891775752605489
"frozenset({17794, 21903})",frozenset({24852}),0.004231311706629055,0.1486903082812815,0.0011082006850695145,0.2619047619047619,1.7614111163809654,1.0,0.000479045642976645,1.1533873242640702,0.4341102240535668,0.007299754462804433,0.13298856423789857,0.13467892069084564
"frozenset({24852, 21903})",frozenset({17794}),0.01628047551883941,0.022849083215796897,0.0011082006850695145,0.06806930693069307,2.979082630485271,1.0,0.0007362067451468086,1.0485231617020399,0.675320738415245,0.029146793852676208,0.046277625020007776,0.05828509438245412
frozenset({17794}),"frozenset({24852, 21903})",0.022849083215796897,0.01628047551883941,0.0011082006850695145,0.04850088183421517,2.979082630485271,1.0,0.0007362067451468086,1.0338627810580503,0.6798603821121143,0.029146793852676208,0.03275365133407273,0.05828509438245412
frozenset({24852}),"frozenset({17794, 21903})",0.1486903082812815,0.004231311706629055,0.0011082006850695145,0.007453079476929332,1.7614111163809651,1.0,0.000479045642976645,1.003245960169422,0.5077745179992491,0.007299754462804433,0.0032354580016188328,0.13467892069084564
frozenset({21903}),"frozenset({17794, 24852})",0.07532742292967963,0.004966753979447914,0.0011082006850695145,0.014711782800588472,2.962051847436941,1.0,0.0007340679074719722,1.009890536242116,0.7163575548254629,0.013994910941475829,0.009793671578426111,0.11891775752605489
frozenset({28985}),frozenset({17794}),0.021116260326415476,0.022849083215796897,0.001682450130969172,0.07967557251908397,3.4870358590142305,1.0,0.0011999629415644741,1.0617461490822653,0.7286089793982492,0.03979032642363593,0.05815528423214569,0.07665436474278714
frozenset({17794}),frozenset({28985}),0.022849083215796897,0.021116260326415476,0.001682450130969172,0.07363315696649031,3.487035859014231,1.0,0.0011999629415644741,1.0566912525367396,0.7299010523986669,0.03979032642363593,0.0536497793472256,0.07665436474278714
frozenset({13176}),frozenset({28985}),0.11955470481563571,0.021116260326415476,0.003707435019141648,0.031010364877391082,1.4685538252527857,1.0,0.0011828867490069265,1.0102107434304224,0.3623825209361608,0.02706877528503126,0.010107537953664307,0.10329144198068027
frozenset({28985}),frozenset({13176}),0.021116260326415476,0.11955470481563571,0.003707435019141648,0.17557251908396945,1.4685538252527857,1.0,0.0011828867490069265,1.067947533973627,0.32594063286993025,0.02706877528503126,0.06362441207276105,0.10329144198068027
frozenset({28985}),frozenset({47766}),0.021116260326415476,0.05419101349989926,0.003002216401370139,0.14217557251908397,2.623600544384509,1.0,0.001857904852953971,1.1025670943849895,0.6321939879409585,0.0415215271004598,0.09302571689952467,0.09878810230341631
frozenset({47766}),frozenset({28985}),0.05419101349989926,0.021116260326415476,0.003002216401370139,0.055400632087748654,2.623600544384509,1.0,0.001857904852953971,1.0362951457792189,0.6543016866490056,0.0415215271004598,0.035023946534003654,0.09878810230341631
frozenset({28985}),frozenset({47626}),0.021116260326415476,0.047350392907515616,0.002689905299214185,0.1273854961832061,2.6902732662010718,1.0,0.0016900420760210281,1.0917187405499438,0.6418438912579479,0.040894470822484305,0.08401315938182148,0.09209700341075198
frozenset({47626}),frozenset({28985}),0.047350392907515616,0.021116260326415476,0.002689905299214185,0.05680851063829787,2.6902732662010718,1.0,0.0016900420760210281,1.0378419978492774,0.6595190339486809,0.040894470822484305,0.03646219552465364,0.09209700341075198
frozenset({28985}),frozenset({24852}),0.021116260326415476,0.1486903082812815,0.004795486600846262,0.22709923664122136,1.5273304579583733,1.0,0.0016557033431637514,1.1014476011373049,0.35271077678941143,0.029061603272483055,0.09210388313756798,0.12967537209796687
frozenset({24852}),frozenset({28985}),0.1486903082812815,0.021116260326415476,0.004795486600846262,0.03225150755471238,1.5273304579583733,1.0,0.0016557033431637514,1.0115063441743635,0.4055666786897952,0.029061603272483055,0.011375454282252178,0.12967537209796687
frozenset({28985}),frozenset({49683}),0.021116260326415476,0.03003223856538384,0.001682450130969172,0.07967557251908397,2.6530014519437355,1.0,0.0010482815632375125,1.0539411238812626,0.6365091232873268,0.03401221995926681,0.05118039581055344,0.06784852091234306
frozenset({49683}),frozenset({28985}),0.03003223856538384,0.021116260326415476,0.001682450130969172,0.05602146930560215,2.6530014519437355,1.0,0.0010482815632375125,1.0369766979271342,0.6423599378378445,0.03401221995926681,0.035658176312976714,0.06784852091234306
frozenset({28985}),frozenset({45007}),0.021116260326415476,0.032681845657868226,0.0018335684062059238,0.08683206106870228,2.656889760073794,1.0,0.001143450045346647,1.0592992954551246,0.6370726552275274,0.03528499418379216,0.05597973651974034,0.07146781845050404
frozenset({45007}),frozenset({28985}),0.032681845657868226,0.021116260326415476,0.0018335684062059238,0.05610357583230579,2.656889760073794,1.0,0.001143450045346647,1.0370669012087224,0.6446897128866801,0.03528499418379216,0.035742054023245984,0.07146781845050404
frozenset({28985}),frozenset({21903}),0.021116260326415476,0.07532742292967963,0.004241386258311505,0.20085877862595417,2.666476175794063,1.0,0.0026507527860103915,1.1570828188294873,0.6384549921278136,0.04600087412587412,0.13575762795302193,0.1285823918541032
frozenset({21903}),frozenset({28985}),0.07532742292967963,0.021116260326415476,0.004241386258311505,0.05630600508225223,2.666476175794063,1.0,0.0026507527860103915,1.0372893596285986,0.675885957694855,0.04600087412587412,0.03594885003153798,0.1285823918541032
frozenset({28985}),frozenset({39275}),0.021116260326415476,0.031442675800926856,0.0010880515817046142,0.05152671755725191,1.6387510364411486,1.0,0.00042409985413315845,1.021175126519747,0.3981874097554802,0.021139166177334117,0.020736038285532665,0.04306550552646319
frozenset({39275}),frozenset({28985}),0.031442675800926856,0.021116260326415476,0.0010880515817046142,0.03460429349567447,1.6387510364411486,1.0,0.00042409985413315845,1.0139715073087479,0.40243274302293014,0.021139166177334117,0.01377899399346103,0.04306550552646319
frozenset({28985}),frozenset({47209}),0.021116260326415476,0.0659983880717308,0.003294378400161193,0.15601145038167938,2.363867587373759,1.0,0.0019007392565147314,1.1066519946871975,0.589410608401672,0.03930288461538462,0.09637356205854335,0.10296374686691967
frozenset({47209}),frozenset({28985}),0.0659983880717308,0.021116260326415476,0.003294378400161193,0.049916043352159975,2.363867587373759,1.0,0.0019007392565147314,1.0303128821660752,0.6177339023691342,0.03930288461538462,0.029421045481200846,0.10296374686691967
frozenset({28985}),frozenset({26209}),0.021116260326415476,0.04349183961313721,0.002468265162200282,0.11688931297709923,2.68761482652464,1.0,0.001549880154854568,1.0831124279691327,0.6414682854740019,0.03972114137483788,0.07673481147748512,0.08682084365556375
frozenset({26209}),frozenset({28985}),0.04349183961313721,0.021116260326415476,0.002468265162200282,0.056752374334028265,2.68761482652464,1.0,0.001549880154854568,1.0377802318690728,0.6564741422726892,0.03972114137483788,0.036404848260627856,0.08682084365556375
frozenset({28985}),frozenset({22935}),0.021116260326415476,0.03471690509772315,0.002004835784807576,0.09494274809160305,2.7347699290692162,1.0,0.0012717445790365936,1.0665436831392578,0.6480223355466559,0.037244993449373015,0.062391896545103215,0.0763454309233407
frozenset({22935}),frozenset({28985}),0.03471690509772315,0.021116260326415476,0.002004835784807576,0.05774811375507836,2.7347699290692162,1.0,0.0012717445790365936,1.0388769223637735,0.657152839992645,0.037244993449373015,0.037422067548979844,0.0763454309233407
frozenset({21616}),frozenset({28985}),0.022405802941769092,0.021116260326415476,0.0011182752367519646,0.049910071942446045,2.363584800098852,1.0,0.0006451484690112027,1.0303064065471141,0.5901363253686102,0.02637205987170349,0.029414945257576822,0.05143404360481081
frozenset({28985}),frozenset({21616}),0.021116260326415476,0.022405802941769092,0.0011182752367519646,0.05295801526717557,2.363584800098852,1.0,0.0006451484690112027,1.032260673568792,0.5893589031788364,0.02637205987170349,0.031252448528585754,0.05143404360481081
frozenset({28985}),frozenset({21137}),0.021116260326415476,0.08198670159177916,0.003294378400161193,0.15601145038167938,1.9028872652845288,1.0,0.0015631258660450422,1.0877082382496501,0.4847182297920084,0.033006964772383164,0.08063581313936805,0.09809665662362416
frozenset({21137}),frozenset({28985}),0.08198670159177916,0.021116260326415476,0.003294378400161193,0.04018186286556894,1.902887265284529,1.0,0.0015631258660450422,1.019863765646349,0.5168583007342981,0.033006964772383164,0.019476881437943818,0.09809665662362416
frozenset({28985}),frozenset({30391}),0.021116260326415476,0.02473302438041507,0.0018234938545234737,0.08635496183206107,3.49148411871706,1.0,0.0013012248730470484,1.0674462563439426,0.7289822231410993,0.0414187643020595,0.06318468582666578,0.08004102470421791
frozenset({30391}),frozenset({28985}),0.02473302438041507,0.021116260326415476,0.0018234938545234737,0.07372708757637475,3.4914841187170595,1.0,0.0013012248730470484,1.0567984084866535,0.7316856436060304,0.0414187643020595,0.053745736207144186,0.08004102470421791
frozenset({28985}),frozenset({5876}),0.021116260326415476,0.02755389885150111,0.0015817046141446706,0.07490458015267175,2.7184748175335276,1.0,0.0009998693129886528,1.0511846456973974,0.6457832014006393,0.03359007274283269,0.04869234525723074,0.06615430104525727
frozenset({5876}),frozenset({28985}),0.02755389885150111,0.021116260326415476,0.0015817046141446706,0.057404021937842775,2.7184748175335276,1.0,0.0009998693129886528,1.0384976834783761,0.6500583163003545,0.03359007274283269,0.03707055306029264,0.06615430104525727
frozenset({28985}),frozenset({27966}),0.021116260326415476,0.04269595003022365,0.0014305863389079186,0.06774809160305344,1.5867568599620303,1.0,0.0005290075431860893,1.026872716856014,0.37776061498462593,0.0229328165374677,0.026169472043517127,0.05062723126636863
frozenset({27966}),frozenset({28985}),0.04269595003022365,0.021116260326415476,0.0014305863389079186,0.03350637092968382,1.5867568599620303,1.0,0.0005290075431860893,1.0128196505704714,0.3862761507268443,0.0229328165374677,0.012657387288300353,0.05062723126636863
frozenset({28985}),frozenset({24964}),0.021116260326415476,0.03401168647995164,0.00232722143864598,0.11020992366412213,3.240354568394776,1.0,0.0016090218127948956,1.0856361957844618,0.7063063458024553,0.04407555809959931,0.07888111700493057,0.08931704714011794
frozenset({24964}),frozenset({28985}),0.03401168647995164,0.021116260326415476,0.00232722143864598,0.06842417061611375,3.240354568394776,1.0,0.0016090218127948956,1.0507826725399114,0.7157351568932228,0.04407555809959931,0.04832842591243105,0.08931704714011794
frozenset({27104}),frozenset({28985}),0.022043119081200886,0.021116260326415476,0.0013600644771307676,0.06170018281535649,2.921927550692884,1.0,0.0008945962362059533,1.043252616856212,0.6725860605949612,0.03253796095444685,0.0414593897560031,0.06305428988096068
frozenset({28985}),frozenset({27104}),0.021116260326415476,0.022043119081200886,0.0013600644771307676,0.06440839694656487,2.921927550692884,1.0,0.0008945962362059533,1.0452818064282523,0.6719492206380353,0.03253796095444685,0.0433201899715266,0.06305428988096068
frozenset({28985}),frozenset({44359}),0.021116260326415476,0.021902075357646586,0.001984686681442676,0.09398854961832061,4.291307927835558,1.0,0.0015221967565018414,1.0795646393103595,0.783515734661393,0.04836729683280138,0.0737006719312208,0.09230246248165341
frozenset({44359}),frozenset({28985}),0.021902075357646586,0.021116260326415476,0.001984686681442676,0.0906163753449862,4.291307927835558,1.0,0.0015221967565018414,1.076425518487796,0.7841452201413138,0.04836729683280138,0.07099935590077941,0.09230246248165341
frozenset({28985}),frozenset({4605}),0.021116260326415476,0.02238565383840419,0.0012693935119887166,0.06011450381679389,2.6854030822929618,1.0,0.0007966922179599518,1.0401419642409668,0.6411552256927087,0.030057251908396945,0.03859277446830068,0.058410087191925295
frozenset({4605}),frozenset({28985}),0.02238565383840419,0.021116260326415476,0.0012693935119887166,0.05670567056705671,2.685403082292962,1.0,0.0007966922179599518,1.0377288499783897,0.6419877403615734,0.030057251908396945,0.03635713701047763,0.058410087191925295
frozenset({28985}),frozenset({40706}),0.021116260326415476,0.025871448720531938,0.0011082006850695145,0.052480916030534355,2.028526372737866,1.0,0.0005618924388652535,1.0280833048750075,0.517968869876984,0.024154589371980676,0.027316176366098954,0.047657903498133224
frozenset({40706}),frozenset({28985}),0.025871448720531938,0.021116260326415476,0.0011082006850695145,0.04283489096573209,2.028526372737866,1.0,0.0005618924388652535,1.022690579121955,0.5204973242122126,0.024154589371980676,0.022187140064824085,0.047657903498133224
frozenset({28985}),frozenset({16797}),0.021116260326415476,0.044207132782591176,0.0011082006850695145,0.052480916030534355,1.187159463352516,1.0,0.00017471136094790354,1.0087320491881617,0.16105403797141482,0.017257609036711644,0.008656460548853613,0.03877464215382689
frozenset({16797}),frozenset({28985}),0.044207132782591176,0.021116260326415476,0.0011082006850695145,0.02506836827711942,1.187159463352516,1.0,0.00017471136094790354,1.0040537283047426,0.16494492100361066,0.017257609036711644,0.004037361936384601,0.03877464215382689
frozenset({28985}),frozenset({45066}),0.021116260326415476,0.025236751964537577,0.0011283497884344146,0.053435114503816786,2.117353080099343,1.0,0.000595443964158062,1.0297902055858514,0.5390959026564807,0.02494987747828024,0.028928421948724657,0.04907284667306608
frozenset({45066}),frozenset({28985}),0.025236751964537577,0.021116260326415476,0.0011283497884344146,0.04471057884231537,2.117353080099343,1.0,0.000595443964158062,1.0246986075563431,0.5413747536118473,0.02494987747828024,0.02410328985929175,0.04907284667306608
frozenset({28985}),frozenset({27845}),0.021116260326415476,0.041839613137215396,0.0013298408220834173,0.06297709923664122,1.5052027137560815,1.0,0.0004463446591214641,1.0225581318046826,0.3428779582910742,0.021579205492888665,0.02206048839968674,0.04738067579217084
frozenset({27845}),frozenset({28985}),0.041839613137215396,0.021116260326415476,0.0013298408220834173,0.03178425234770046,1.5052027137560817,1.0,0.0004463446591214641,1.0110181971808994,0.3502938158010865,0.021579205492888665,0.010898119550787816,0.04738067579217084
frozenset({28985}),frozenset({31717}),0.021116260326415476,0.021307676808382026,0.001460809993955269,0.0691793893129771,3.246688502697923,1.0,0.0010108715435183484,1.0514295794001185,0.7069213941874313,0.035661583866207575,0.048913955254579304,0.06886865446736326
frozenset({31717}),frozenset({28985}),0.021307676808382026,0.021116260326415476,0.001460809993955269,0.06855791962174941,3.2466885026979226,1.0,0.0010108715435183484,1.050933558075955,0.7070596566455049,0.035661583866207575,0.04846506012159695,0.06886865446736326
frozenset({28985}),frozenset({8277}),0.021116260326415476,0.026445698166431594,0.0010578279266572638,0.050095419847328244,1.8942748091603052,1.0,0.0004993936796610859,1.0248969445721543,0.48227738668642706,0.02274696707105719,0.024292144399501232,0.04504770992366412
frozenset({8277}),frozenset({28985}),0.026445698166431594,0.021116260326415476,0.0010578279266572638,0.04,1.8942748091603052,1.0,0.0004993936796610859,1.019670562159984,0.48491747296528176,0.02274696707105719,0.01929109546745708,0.04504770992366412
"frozenset({28985, 24852})",frozenset({21903}),0.004795486600846262,0.07532742292967963,0.001158573443481765,0.24159663865546216,3.207286659481232,1.0,0.0007973417961462068,1.2192358633946607,0.6915261756876664,0.01467211023220209,0.1798141524349953,0.12848856942803868
"frozenset({28985, 21903})",frozenset({24852}),0.004241386258311505,0.1486903082812815,0.001158573443481765,0.27315914489311166,1.8371012075405015,1.0,0.0005279204131934364,1.1712463405672566,0.45760505556467107,0.007633587786259542,0.1462086451295282,0.1404755003549507
"frozenset({24852, 21903})",frozenset({28985}),0.01628047551883941,0.021116260326415476,0.001158573443481765,0.07116336633663366,3.3700743046632904,1.0,0.000814790684188118,1.0538814945453117,0.7149097074910991,0.031971087016958576,0.0511267109482345,0.06301488927518706
frozenset({28985}),"frozenset({24852, 21903})",0.021116260326415476,0.01628047551883941,0.001158573443481765,0.05486641221374045,3.3700743046632904,1.0,0.000814790684188118,1.0408259077801678,0.7184414338464954,0.031971087016958576,0.03922453070681124,0.06301488927518706
frozenset({24852}),"frozenset({28985, 21903})",0.1486903082812815,0.004241386258311505,0.001158573443481765,0.007791855816789754,1.8371012075405013,1.0,0.0005279204131934364,1.0035783515578791,0.5352507791263597,0.007633587786259542,0.0035655926139939805,0.1404755003549507
frozenset({21903}),"frozenset({28985, 24852})",0.07532742292967963,0.004795486600846262,0.001158573443481765,0.015380500200615219,3.2072866594812326,1.0,0.0007973417961462068,1.0107503595063125,0.7442742309483285,0.01467211023220209,0.01063601848389483,0.12848856942803868
"frozenset({13176, 28985})",frozenset({47209}),0.003707435019141648,0.0659983880717308,0.0010578279266572638,0.2853260869565218,4.323228116517226,1.0,0.0008131431915132286,1.3068919893140802,0.771551842028726,0.01540945113002642,0.2348258247991495,0.15067708713571776
"frozenset({13176, 47209})",frozenset({28985}),0.019101349989925447,0.021116260326415476,0.0010578279266572638,0.05537974683544305,2.6226114842013724,1.0,0.0006544788476840245,1.036272233624297,0.6307488247342815,0.027013120658605606,0.03500261074972291,0.052737583341385647
"frozenset({28985, 47209})",frozenset({13176}),0.003294378400161193,0.11955470481563571,0.0010578279266572638,0.3211009174311927,2.6858074546406154,1.0,0.0006639694894749862,1.29687212398778,0.6297471160135791,0.008685581933989578,0.22891395265318942,0.1649744917483763
